KG id,KG name,KG SPARQL endpoint,RDF dump link,Ontology,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,R1.1 Machine- or human-readable license retrievable via any primary source,"R1.2 Publisher information, such as authors, contributors, publishers, and sources",R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,R score,FAIR score
massobservationarchivecatalogue,Mass Observation Archive catalogue,http://api.talis.com/stores/massobservation/services/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.07
mismuseos-gnoss,"Mis Museos, índice semántico de museos, artistas y obras de arte (GNOSS)",,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.59
muninn-world-war-i,Muninn World War I,http://rdf.muninn-project.org/sparql,[],False,1,0.0,1,0.89,0,1,0.65,1.0,1,0.0,1,0.75,1,1,0.42,1,0.86,1,1,1,1,1.0,3.26
museosespania-gnoss,"Museos de España, colección de museos públicos y privados españoles (GNOSS)",,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,1,0.0,1,0.75,1,1,1,1,1.0,3.09
museums-in-italy,Italian Museums,http://sparql.linkedopendata.it/musei,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,1,0.0,1,0.75,1,1,1,1,1.0,2.84
muziekweb,Muziekweb,https://data.muziekweb.nl/MuziekwebOrganization/Muziekweb/sparql/Muziekweb,"['https://data.muziekweb.nl/MuziekwebOrganization/Muziekweb/download.trig.gz', 'https://data.muziekweb.nl/MuziekwebOrganization/Muziekweb/download.nt.gz', 'https://data.muziekweb.nl/MuziekwebOrganization/Muziekweb/download.nq.gz', 'https://data.muziekweb.nl/MuziekwebOrganization/Muziekweb/download.ttl.gz']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.36
national-library-of-greece-authority-records,National Library of Greece Authority Records,http://nlg.okfn.gr/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.07
nlr-dataset-mod,National Library of Russia BibCore Dataset,,[],False,1,0.0,1,0.33,0,1,0.56,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,0,1,1,0,0.5,2.06
nom,Nomenclature for Museum Cataloging,https://nomenclature.info/sparql,"['https://nomenclature.info/dataset/datadump.jsonld', 'https://nomenclature.info/dataset/datadump.ttl', 'https://nomenclature.info/dataset/datadump.rdf', 'https://page.nomenclature.info/api/excel/nomenclature-sortEn.csv']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.61
nomisma_org,Nomisma.org ,http://nomisma.org/query,"['http://nomisma.org/nomisma.org.rdf', 'http://nomisma.org/nomisma.org.ttl', 'http://nomisma.org/nomisma.org.jsonld', 'http://numismatics.org/rdf/fitzwilliam-crro.rdf', 'http://numismatics.org/rdf/fitzwilliam-pella.rdf', 'http://numismatics.org/rdf/fitzwilliam-ocre.rdf', 'http://numismatics.org/rdf/harvard.rdf', 'http://numismatics.org/rdf/metmuseum.rdf', 'http://numismatics.org/rdf/opencontext.rdf', 'http://numismatics.org/rdf/rutgers.rdf', 'http://numismatics.org/rdf/ucd.rdf', 'http://numismatics.org/search/nomisma.rdf?page=1', 'http://numismatics.org/search/nomisma.rdf?page=2', 'http://numismatics.org/search/nomisma.rdf?page=3', 'http://numismatics.org/search/nomisma.rdf?page=4', 'http://numismatics.org/search/nomisma.rdf?page=5', 'http://numismatics.org/search/nomisma.rdf?page=6', 'http://coinhoards.org/nomisma.rdf', 'http://numismatics.org/rdf/kenom.rdf', 'http://gams.uni-graz.at/context:numis/NOMISMA', 'http://numismatics.org/rdf/leeds-pella.rdf', 'http://numismatics.org/search/nomisma.rdf?page=7', 'http://numismatics.org/rdf/bnf-crro.rdf', 'http://numismatics.org/rdf/bnf-hrc.rdf', 'http://numismatics.org/rdf/mfa.rdf', 'https://ikmk.smb.museum/mk-edit/coin_export/20/MK-B-20-nomisma.rdf', 'https://ikmk.smb.museum/mk-edit/coin_export/19/MK-B-19-nomisma.rdf', 'https://ikmk.smb.museum/mk-edit/coin_export/49/MK-B-49-nomisma.rdf', 'https://ikmk.smb.museum/mk-edit/coin_export/25/MK-B-25-nomisma.rdf', 'https://ikmk.smb.museum/mk-edit/coin_export/31/MK-B-31-nomisma.rdf', 'https://ikmk.smb.museum/mk-edit/coin_export/43/MK-B-43-nomisma.rdf', 'http://www.ikmk.uni-kiel.de/mk-edit/coin_export/1/MK-KI-1-nomisma.rdf', 'http://www.ikmk.uni-kiel.de/mk-edit/coin_export/2/MK-KI-2-nomisma.rdf', 'https://ikmk.uni-konstanz.de/mk-edit/coin_export/2/MK-KN-2-nomisma.rdf', 'https://numid.uni-mainz.de/mk-edit/coin_export/1/MK-MZ-1-nomisma.rdf', 'https://numid.uni-mainz.de/mk-edit/coin_export/2/MK-MZ-2-nomisma.rdf', 'https://www.univie.ac.at/ikmk/mk-edit/coin_export/1/MK-Uni-ATW-1-nomisma.rdf', 'https://www.univie.ac.at/ikmk/mk-edit/coin_export/2/MK-Uni-ATW-2-nomisma.rdf', 'https://www.virtuelles-muenzkabinett.de/mk-edit/coin_export/2/MK-BS-2-nomisma.rdf', 'https://www.virtuelles-muenzkabinett.de/mk-edit/coin_export/3/MK-BS-3-nomisma.rdf', 'http://www.mkfrankfurt.uni-frankfurt.de/mk-edit/coin_export/3/MK-F-3-nomisma.rdf', 'http://www.mkfrankfurt.uni-frankfurt.de/mk-edit/coin_export/16/MK-F-16-nomisma.rdf', 'http://www.mkfrankfurt.uni-frankfurt.de/mk-edit/coin_export/8/MK-F-8-nomisma.rdf', 'http://www.mkfrankfurt.uni-frankfurt.de/mk-edit/coin_export/17/MK-F-17-nomisma.rdf', 'http://www.mkfrankfurt.uni-frankfurt.de/mk-edit/coin_export/15/MK-F-15-nomisma.rdf', 'https://ikmk.uni-freiburg.de/mk-edit/coin_export/3/MK-FR-3-nomisma.rdf', 'https://ikmk.uni-freiburg.de/mk-edit/coin_export/4/MK-FR-4-nomisma.rdf', 'https://ikmk.uni-freiburg.de/mk-edit/coin_export/8/MK-FR-8-nomisma.rdf', 'https://ikmk.uni-freiburg.de/mk-edit/coin_export/9/MK-FR-9-nomisma.rdf', 'https://ikmk.uni-freiburg.de/mk-edit/coin_export/10/MK-FR-10-nomisma.rdf', 'https://numid.altertum.uni-halle.de/mk-edit/coin_export/1/MK-HAL-1-nomisma.rdf', 'https://numid.altertum.uni-halle.de/mk-edit/coin_export/2/MK-HAL-2-nomisma.rdf', 'https://numid.phil.uni-passau.de/mk-edit/coin_export/3/MK-PA-3-nomisma.rdf', 'https://www.ikmk.uni-tuebingen.de/mk-edit/coin_export/1/MK-TUE-1-nomisma.rdf', 'https://www.ikmk.uni-tuebingen.de/mk-edit/coin_export/2/MK-TUE-2-nomisma.rdf', 'http://www.nomisma.museum.uni-wuerzburg.de/mk-edit/coin_export/1/MK-WUE-1-nomisma.rdf', 'http://www.nomisma.museum.uni-wuerzburg.de/mk-edit/coin_export/2/MK-WUE-2-nomisma.rdf', 'http://www.nomisma.museum.uni-wuerzburg.de/mk-edit/coin_export/5/MK-WUE-5-nomisma.rdf', 'http://www.nomisma.museum.uni-wuerzburg.de/mk-edit/coin_export/6/MK-WUE-6-nomisma.rdf', 'http://www.nomisma.museum.uni-wuerzburg.de/mk-edit/coin_export/8/MK-WUE-8-nomisma.rdf', 'https://pecunia.zaw.uni-heidelberg.de/ikmk/mk-edit/coin_export/3/MK-HD-3-nomisma.rdf', 'https://pecunia.zaw.uni-heidelberg.de/ikmk/mk-edit/coin_export/4/MK-HD-4-nomisma.rdf', 'https://pecunia.zaw.uni-heidelberg.de/ikmk/mk-edit/coin_export/5/MK-HD-5-nomisma.rdf', 'https://numid.ku.de/mk-edit/coin_export/1/MK-EI-1-nomisma.rdf', 'https://numid.ku.de/mk-edit/coin_export/2/MK-EI-2-nomisma.rdf', 'https://numid.ku.de/mk-edit/coin_export/5/MK-EI-5-nomisma.rdf', 'https://libguides.furman.edu/ld.php?content_id=51899690', 'http://coins.lib.virginia.edu/nomisma.rdf?page=1', 'http://numismatics.org/chrr/nomisma.rdf', 'http://numismatics.org/rdf/bm.rdf', 'https://ikmk.smb.museum/mk-edit/coin_export/53/MK-B-53-nomisma.rdf', 'http://www.nomisma.museum.uni-wuerzburg.de/mk-edit/coin_export/9/MK-WUE-9-nomisma.rdf', 'https://ikmk.uni-freiburg.de/mk-edit/coin_export/11/MK-FR-11-nomisma.rdf', 'https://numid.phil.uni-passau.de/mk-edit/coin_export/6/MK-PA-6-nomisma.rdf', 'http://numismatics.org/rrdp/nomisma.rdf', 'http://numismatics.org/sitnam/nomisma.rdf?page=1', 'http://numismatics.org/rdf/annotations.rdf', 'https://iacb.arch.ox.ac.uk/exemplars/nomisma.rdf?page=1', 'http://numismatics.org/rdf/pas.rdf', 'https://numid.wissenschaftliche-sammlungen.uni-greifswald.de/mk-edit/coin_export/1/MK-HGW-1-nomisma.rdf', 'https://numid.wissenschaftliche-sammlungen.uni-greifswald.de/mk-edit/coin_export/2/MK-HGW-2-nomisma.rdf', 'https://numid.wissenschaftliche-sammlungen.uni-greifswald.de/mk-edit/coin_export/4/MK-HGW-4-nomisma.rdf', 'https://numid.uni-rostock.de/mk-edit/coin_export/1/MK-HRO-1-nomisma.rdf', 'https://numid.uni-rostock.de/mk-edit/coin_export/2/MK-HRO-2-nomisma.rdf', 'https://numid.ub.tu-freiberg.de/mk-edit/coin_export/1/MK-FG-1-nomisma.rdf', 'https://numid.ub.tu-freiberg.de/mk-edit/coin_export/2/MK-FG-2-nomisma.rdf', 'https://numid.wissenschaftliche-sammlungen.uni-greifswald.de/mk-edit/coin_export/5/MK-HGW-5-nomisma.rdf', 'https://ikmk.smb.museum/mk-edit/coin_export/56/MK-B-56-nomisma.rdf', 'http://numismatics.org/rdf/getty.rdf', 'http://numismatics.org/rdf/nnc-dnb.rdf', 'http://numismatics.org/rdf/bnf-iacb.rdf', 'https://numid.phil.uni-passau.de/mk-edit/coin_export/7/MK-PA-7-nomisma.rdf', 'https://numid.phil.uni-passau.de/mk-edit/coin_export/8/MK-PA-8-nomisma.rdf', 'https://www.ikmk.uni-tuebingen.de/mk-edit/coin_export/7/MK-TUE-7-nomisma.rdf', 'http://numismatics.org/rdf/saam.rdf', 'http://numismatics.org/rdf/kbr.rdf', 'https://ikmk.smb.museum/mk-edit/coin_export/59/MK-B-59-nomisma.rdf', 'http://numismatics.org/rdf/bnf-ocre.rdf', 'http://numismatics.org/rdf/snm.rdf', 'http://numismatics.org/sitnam/nomisma.rdf?page=2', 'https://ikmk.smb.museum/mk-edit/coin_export/60/MK-B-60-nomisma.rdf', 'https://cci.arch.ox.ac.uk/nomisma.rdf?page=1', 'https://cci.arch.ox.ac.uk/nomisma.rdf?page=2', 'https://cci.arch.ox.ac.uk/nomisma.rdf?page=3', 'https://cci.arch.ox.ac.uk/nomisma.rdf?page=4', 'https://numid.uni-koeln.de/mk-edit/coin_export/1/MK-K-1-nomisma.rdf', 'https://numid.uni-koeln.de/mk-edit/coin_export/3/MK-K-3-nomisma.rdf', 'https://numid.uni-koeln.de/mk-edit/coin_export/4/MK-K-4-nomisma.rdf', 'https://numid.uni-koeln.de/mk-edit/coin_export/5/MK-K-5-nomisma.rdf', 'https://numid.uni-koeln.de/mk-edit/coin_export/6/MK-K-6-nomisma.rdf', 'https://ikmk.smb.museum/mk-edit/coin_export/62/MK-B-62-nomisma.rdf', 'https://abaset.blob.core.windows.net/xml/nomisma_dataDump.rdf', 'http://numismatics.org/sitnam/nomisma.rdf?page=3', 'http://numismatics.org/rdf/ashmolean.rdf', 'http://numismatics.org/rdf/bnf-bigr.rdf', 'http://numismatics.org/search/nomisma.rdf?page=8', 'https://ikmk.smb.museum/mk-edit/coin_export/63/MK-B-63-nomisma.rdf', 'https://ikmk.smb.museum/mk-edit/coin_export/24/MK-B-24-nomisma.rdf', 'https://ikmk.smb.museum/mk-edit/coin_export/30/MK-B-30-nomisma.rdf', 'https://exploratorium.galloromeinsmuseum.be/xmlproxy.aspx?server=10.0.10.144&port=17777&action=get&command=search&query=%2A%3D%2A&fields=*&range=1-5000', 'https://exploratorium.galloromeinsmuseum.be/xmlproxy.aspx?server=10.0.10.144&port=17778&action=get&command=search&query=%2A%3D%2A&fields=*&range=1-5000', 'https://ikmk.uni-trier.de/mk-edit/coin_export/1/MK-TR-1-nomisma.rdf', 'https://ikmk.uni-trier.de/mk-edit/coin_export/2/MK-TR-2-nomisma.rdf', 'https://ikmk.smb.museum/mk-edit/coin_export/64/MK-B-64-nomisma.rdf', 'https://muenzkatalog.hhu-hosting.de/mk-edit/coin_export/2/MK-D-2-nomisma.rdf', 'https://muenzkatalog.hhu-hosting.de/mk-edit/coin_export/3/MK-D-3-nomisma.rdf', 'https://muenzkatalog.hhu-hosting.de/mk-edit/coin_export/4/MK-D-4-nomisma.rdf', 'https://greekcoinage.org/iris/nomisma.rdf', 'http://numismatics.org/rdf/cn-types.rdf', 'http://numismatics.org/rdf/cn-coins.rdf', 'https://archaeologie.uni-muenster.de/ikmk/mk-edit/coin_export/1/MK-MS-Uni-1-nomisma.rdf', 'https://archaeologie.uni-muenster.de/ikmk/mk-edit/coin_export/2/MK-MS-Uni-2-nomisma.rdf', 'https://archaeologie.uni-muenster.de/ikmk/mk-edit/coin_export/3/MK-MS-Uni-3-nomisma.rdf', 'https://archaeologie.uni-muenster.de/ikmk/mk-edit/coin_export/6/MK-MS-Uni-6-nomisma.rdf', 'https://archaeologie.uni-muenster.de/ikmk/mk-edit/coin_export/9/MK-MS-Uni-9-nomisma.rdf', 'https://archaeologie.uni-muenster.de/ikmk/mk-edit/coin_export/10/MK-MS-Uni-10-nomisma.rdf', 'https://archaeologie.uni-muenster.de/ikmk/mk-edit/coin_export/11/MK-MS-Uni-11-nomisma.rdf', 'https://archaeologie.uni-muenster.de/ikmk/mk-edit/coin_export/13/MK-MS-Uni-13-nomisma.rdf', 'https://www.mupreva.org/nomisma/data/nomisma.rdf', 'https://mk-marburg.ikmk.net/mk-edit/coin_export/2/MK-MR-2-nomisma.rdf', 'https://mk-marburg.ikmk.net/mk-edit/coin_export/3/MK-MR-3-nomisma.rdf', 'https://mk-marburg.ikmk.net/mk-edit/coin_export/5/MK-MR-5-nomisma.rdf', 'https://mk-marburg.ikmk.net/mk-edit/coin_export/6/MK-MR-6-nomisma.rdf', 'https://mk-marburg.ikmk.net/mk-edit/coin_export/8/MK-MR-8-nomisma.rdf', 'https://mk-bochum.ikmk.net/mk-edit/coin_export/3/MK-BO-3-nomisma.rdf', 'https://mk-bochum.ikmk.net/mk-edit/coin_export/4/MK-BO-4-nomisma.rdf', 'https://numid.ur.de/mk-edit/coin_export/2/MK-Regensburg-2-nomisma.rdf', 'https://numid.ur.de/mk-edit/coin_export/3/MK-Regensburg-3-nomisma.rdf', 'https://numid.ur.de/mk-edit/coin_export/4/MK-Regensburg-4-nomisma.rdf', 'http://numismatics.org/sitnam/nomisma.rdf?page=4', 'http://numismatics.org/search/nomisma.rdf?page=9', 'http://numismatics.org/search/nomisma.rdf?page=10', 'https://ikmk.smb.museum/mk-edit/coin_export/23/MK-B-23-nomisma.rdf', 'https://coins.cealex.org:443/nomisma.rdf?page=1', 'https://mk-bonn.ikmk.net/mk-edit/coin_export/1/MK-BN-1-nomisma.rdf', 'https://mk-bonn.ikmk.net/mk-edit/coin_export/2/MK-BN-2-nomisma.rdf', 'https://mk-bonn.ikmk.net/mk-edit/coin_export/3/MK-BN-3-nomisma.rdf', 'https://mk-bonn.ikmk.net/mk-edit/coin_export/4/MK-BN-4-nomisma.rdf', 'https://mk-bonn.ikmk.net/mk-edit/coin_export/5/MK-BN-5-nomisma.rdf', 'https://mk-bonn.ikmk.net/mk-edit/coin_export/7/MK-BN-7-nomisma.rdf', 'https://mk-bonn.ikmk.net/mk-edit/coin_export/8/MK-BN-8-nomisma.rdf', 'https://www.ikmkrgm.uni-koeln.de/mk-edit/coin_export/4/MK-K-RGM-4-nomisma.rdf', 'https://www.ikmkrgm.uni-koeln.de/mk-edit/coin_export/5/MK-K-RGM-5-nomisma.rdf', 'https://ikmk.smb.museum/mk-edit/coin_export/72/MK-B-72-nomisma.rdf', 'https://ikmk.uni-freiburg.de/mk-edit/coin_export/12/MK-FR-12-nomisma.rdf', 'https://www.virtuelles-muenzkabinett.de/mk-edit/coin_export/7/MK-BS-7-nomisma.rdf', 'https://mk-bochum.ikmk.net/mk-edit/coin_export/10/MK-BO-10-nomisma.rdf', 'https://numid.uni-rostock.de/mk-edit/coin_export/5/MK-HRO-5-nomisma.rdf', 'https://numismatics.org/rdf/chre.rdf', 'http://numismatics.org/rdf/bnf-iris.rdf']",False,1,0.688,1,0.67,0,1,0.73,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.48
ntnusc,NTNU special collections,http://api.talis.com/stores/gunnbib-digitalmanuskripter/sparql,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.61
open-library,Open Library,,[],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0,0.5,2.32
orlando-womens-writing-linked-open-data-set,The Orlando Women's Writing Linked Open Data Set,http://sparql.cwrc.ca/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,1,0.0,1,0.75,1,1,1,1,1.0,2.84
pali-english-lexicon,Pali English Lexicon,http://api.kasabi.com/dataset/pali-english-lexicon/apis/sparql,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,1,0.0,0,0.5,1,1,1,1,1.0,2.84
periodo,PeriodO Period Gazetteer,,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.59
pleiades,Pleiades,,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.59
polymath-virtual-library,Polymath Virtual Library (Authority data) - Fundación Ignacio Larramendi,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
prelinger_archives,Prelinger Archives,http://api.kasabi.com/dataset/prelinger-archives/apis/sparql,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,1,0.0,0,0.5,1,1,1,1,1.0,2.84
princeton-library-findingaids,Princeton Library FindingAids,,[],False,1,0.0,1,0.33,0,1,0.56,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0,0.5,2.31
printed-book-auction-catalogues,English Language Books listed in Printed Book Auction Catalogues from 17th Century Holland,http://api.talis.com/stores/pbac/services/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,1,0.0,1,0.75,1,1,1,1,1.0,2.84
Querolus,Querolus in LiLa,https://lila-erc.eu/sparql/lila_knowledge_base/sparql,['https://github.com/CIRCSE/Querolus'],False,1,0.0,1,0.67,1,1,0.78,1.0,1,0.0,1,0.75,1,1,0.0,1,0.75,1,1,1,1,1.0,3.28
radatana,Rådata nå!,http://data.bibsys.no/data/query_authority.html,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.61
rainis-and-aspazija-linked-digital-collection,"""Rainis and Aspazija"" Linked Digital Collection",,[],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0,0.5,2.32
rdfize-lastfm,"Last.FM RDFization of Events, Artists, and Users",,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,1,0.0,1,0.75,0,1,1,1,0.75,2.56
rism,Répertoire International des Sources Musicales - RISM,http://data.rism.info/sparql,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,1,1,1,0,0.75,2.86
rism-authorities,RISM Authority data,http://data.rism.info/sparql,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,1,1,1,0,0.75,2.86
roceeh-road,ROCEEH Out of Africa Database (ROAD),http://www.roceeh.uni-tuebingen.de:3030/road/sparql,[],False,1,0.0,1,0.44,0,1,0.57,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,1,1,1,0,0.75,2.82
sandrart-net,sandrart.net,,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.59
Sherry_Wine,Sherry Wine Vocabulary,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.06
Sherry_Wine_,Sherry Wine,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.04
slod,Linked Stage Graph,http://slod.fiz-karlsruhe.de/sparql,[],False,1,0.893,1,0.44,0,1,0.72,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.47
srcmf,Syntactic Reference Corpus of Medieval French (SRCMF),,[],False,1,0.0,1,0.33,0,1,0.56,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,0,1,1,0,0.5,2.06
stitch-rameau,RAMEAU subject headings (STITCH),,[],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0,0.5,2.32
surge-radio,Surge Radio,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.04
swedish-open-cultural-heritage,Swedish Open Cultural Heritage,,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.59
sztaki-lod,National Digital Data Archive of Hungary (partial),http://lod.sztaki.hu/sparql,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.36
talis-openlibrary,Open Library data mirror in the Talis Platform,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
the-european-library-open-dataset,The European Library Open Dataset,,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.59
the-view-from,The View From,http://api.talis.com/stores/theviewfrom/services/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,1,0.0,1,0.75,0,1,1,1,0.75,2.57
thesaurus-w,Thesaurus W for Local Archives,http://www.archivesdefrance.culture.gouv.fr/thesaurus/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.07
tip,TIP,http://lod.apc.gov.tw/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.07
ub-mannheim-linked-data,Linked Data Service der Universitätsbibliothek Mannheim,http://data.bib.uni-mannheim.de/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.07
UDante,UDante in LiLa,https://lila-erc.eu/sparql/lila_knowledge_base/sparql,['https://github.com/CIRCSE/UDante'],False,1,0.0,1,0.67,1,1,0.78,1.0,1,0.0,1,0.75,1,1,0.0,1,0.75,1,1,1,1,1.0,3.28
viaf,VIAF: The Virtual International Authority File,,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.59
warsampo,WarSampo,http://ldf.fi/warsa/sparql,"['https://doi.org/10.5281/zenodo.3431121', 'https://zenodo.org/record/3431122/files/warsampo.zip']",False,1,1.0,1,0.78,0,1,0.8,1.0,1,1.0,1,1.0,1,1,0.79,1,0.95,1,1,1,1,1.0,3.75
wasabi,WASABI RDF Knowledge Graph,http://wasabi.inria.fr/sparql,"['https://zenodo.org/record/3833753/files/covidontheweb-1-1.tar', 'https://doi.org/10.5281/zenodo.4247134', 'https://doi.org/10.5281/zenodo.5603369']",False,1,0.0,1,0.89,1,1,0.82,1.0,1,1.0,1,1.0,1,1,0.53,1,0.88,1,1,1,1,1.0,3.7
wl-kg,The World Literature Knowledge Graph,https://kgccc.di.unito.it/sparql/,[],False,1,0.9974,1,0.56,1,1,0.93,1.0,1,1.0,1,1.0,1,1,0.5,0,0.62,1,1,1,1,1.0,3.55
ww1lod,World War 1 as Linked Open Data,http://ldf.fi/ww1lod/sparql,"['http://ldf.fi/ww1lod/iwm/', 'http://ldf.fi/ww1lod/iga/', 'http://ldf.fi/ww1lod/bsta/', 'http://ldf.fi/ww1lod/bpol/', 'http://ldf.fi/ww1lod/main/', 'http://ldf.fi/ww1lod/atr/', 'http://ldf.fi/ww1lod/wikipedia/', 'http://ldf.fi/ww1lod/principalevents/']",False,1,0.932,1,0.78,0,1,0.79,1.0,1,1.0,1,1.0,1,1,0.8,1,0.95,1,1,1,1,1.0,3.74
yso,YSO - General Finnish Ontology,,"['http://finto.fi/rest/v1/yso/data?format=text/turtle', 'http://finto.fi/rest/v1/yso/data?format=application/rdf%2Bxml']",True,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.59
zbw-pressemappe20,20th Century Press Archives,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,1,0.0,1,0.75,0,1,1,1,0.75,2.56
zitgist-musicbrainz,MusicBrainz (zitgist.com),,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.31
